Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
SWTX,,,,,,,,,,,,,,,,,,,,323900,449400,596100,1068700,540800,434200,393300,265000,415200,765600,663300,427200,498400,536400,384000,582100,371300,472300,364100,950900,557700,646400,657000,454000,490500,1394000,1155600,571500,596700,678800,1176500,1082900,720400,1024900,598200,1610400,1032900,691600,470500,457600,183700,897000,7241700,2773300,3543800,1495000,1391900,5763600,1550400,2931200,1325300,1608000,1517500,1861400,1192200,2024100,1067000,1220100,1409200,1063100,1685100,897900,908300,1094500,670000,984100,1435300,1423600,1426300,1508400,1453300,939500,652900,567500,1102000,924400,741800,727100,902900,522700,460800,763200,,,,,,,,,,,,,,,,,,,,
ALPMY,,,,,,,,,,,,,,,,,,152000,283700,160500,200800,290700,265300,462900,200900,519500,490600,354300,597800,193600,306800,382600,334300,677000,371500,191100,265100,366200,233600,417600,319200,252400,586200,292700,260700,187500,751100,990100,291700,117300,142500,211300,281700,172000,358000,191600,346300,319300,589100,1051300,217800,537900,390600,358100,258200,215600,354200,198700,205200,505300,157500,174300,408500,400300,152100,151300,227500,265500,127000,157200,254600,132900,130300,91400,184900,274200,528700,181100,386800,284600,192000,162100,156700,310200,177400,157800,176300,148100,638600,,,,,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,3372200,2431700,2516100,5648100,3847700,2721300,3370100,3615800,3805700,2407700,2786000,2874300,2695800,3439700,6117700,2750800,3263700,3936500,3804500,5530700,3514300,5631500,4459300,5801300,3724700,3219500,4995300,3677800,5501700,5203200,5281300,3592100,2698800,2965900,4472900,2987000,3387100,5613800,5068900,5034600,4733700,6396300,6283400,53123200,32581200,15668600,10103800,20024400,8306600,11827900,38057300,125364700,33131200,20734100,17156600,12682000,10459300,7580600,16282800,11758100,12087100,9669500,11720600,8628100,12627600,8767500,11737400,7836900,7537900,7633700,12492800,6141600,10998100,13107000,7873700,8050600,6761800,5451200,9104300,10708700,10378300,11603700,,,,,,,,,,,,,,,,,,,,,,
ACHV,,,,,,,,,,,,,,,,,,,,38600,59400,35200,24100,27500,54400,24700,14100,22700,29200,35200,19000,7100,10000,21200,21800,47100,18900,31300,29500,36200,62100,102900,61100,81200,46600,46100,17600,14300,8100,67700,38800,24200,9400,30000,51400,54900,17500,11700,30300,35400,1721100,331500,167500,134200,100400,136900,126700,103100,104000,154800,48900,59400,70700,64200,40900,18900,60900,12400,19800,15700,13300,24000,34600,31200,21600,44100,336100,35500,33500,184900,73200,51900,41700,19500,60300,34100,51200,51600,19000,13000,17400,,,,,,,,,,,,,,,,,,,,
ESPR,,,,,,,,,,,,,,,,,,,,4204100,4816400,5414800,5276800,1755900,2344600,2671500,2485200,4040800,2728900,2960100,3126400,1507400,2462300,3074800,3258000,2978800,4462900,3233700,3053100,1834500,3103900,7271900,3282500,3041500,3364500,2541800,2949700,2382300,2099900,3347900,4014800,5319900,5635000,5832700,2156300,2636700,2160400,2881900,2996700,1740900,3302000,28059100,8345200,8576600,8281700,10797600,7469700,3698000,4990100,5983200,8242500,6065800,3235100,17544800,4868100,5992000,7080100,4046700,3852500,15058500,8082800,5410500,7647700,12612600,23398000,9012600,4893400,7299900,4499800,5036100,4109400,6662200,6703200,4914300,4713700,6803400,6338500,4666400,3995800,3836800,,,,,,,,,,,,,,,,,,,,,
GKOS,,,,,,,,,,,,,,,,,,,752000,400600,214800,260400,496200,555500,644500,375900,905000,411600,433300,511100,637100,1965700,657400,843000,700300,904000,402400,570400,507600,472900,393200,446200,512300,316800,455100,499500,134600,1057900,898200,645400,695900,449400,511600,401200,467200,300000,421700,498700,574500,965000,3434200,3191600,681900,792600,804400,1330800,1096500,643400,487100,297100,459900,611000,568000,539900,801300,985200,956900,594300,482900,637000,828000,395000,511200,389000,701100,8922200,2187300,885100,546800,462100,433500,671500,416800,262300,300700,369700,529000,552500,308700,,,,,,,,,,,,,,,,,,,,,,
ALPMY,,,,,,,,,,,,,,,,,,265300,462900,200900,519500,490600,354300,597800,193600,306800,382600,334300,677000,371500,191100,265100,366200,233600,417600,319200,252400,586200,292700,260700,187500,751100,990100,291700,117300,142500,211300,281700,172000,358000,191600,346300,319300,589100,1051300,217800,537900,390600,358100,258200,215600,354200,198700,205200,505300,157500,174300,408500,400300,152100,151300,227500,265500,127000,157200,254600,132900,130300,91400,184900,274200,528700,181100,386800,284600,192000,162100,156700,310200,177400,157800,176300,148100,638600,328200,225100,309000,177700,182800,,,,,,,,,,,,,,,,,,,,,,
ARQT,,,,,,,,,,,,,,,,,,1175100,877900,1238900,1385100,18374000,6896400,7583100,3273100,6823500,3207700,2885400,2533300,1541200,1889900,3711400,2706400,2644500,2200100,1690300,2487200,2020300,2754100,2234600,1956000,1931500,7181900,2868900,1535300,1231200,5998900,2427900,3486000,2353300,2933600,3961000,2410200,2577800,2257100,1983400,1839000,1926000,3062900,5108600,10804800,45222900,9003500,8842600,6139400,9022100,4274200,3592700,9187300,6638900,5468600,12506000,11682100,7022800,4566700,5077400,3480100,5101000,3233400,4158100,2187700,2719600,2165300,3716200,7363000,8345400,5096300,7398500,11007300,7151800,5347500,10197700,5609900,2121900,2873300,3416900,1332500,7729100,3394000,,,,,,,,,,,,,,,,,,,,,,
PBLA,,,,,,,,,,,,,,,,,,,,2275,1255,1465,2710,34255,2265,2495,1240,21975,1570,2653050,201835,53300,68485,28690,19130,9155,8815,10215,7835,10945,8405,18175,5925,7440,1705,3565,2645,114425,17715,17440,31945,6340,9585,6365,5045,7670,4010,2500,4285,5450,7345665,4600125,521600,331470,315750,152485,78730,64165,34035,25090,35845,37920,29175,23755,13320,14100,12865,12925,73875,39595,135300,56700,285700,198300,274000,332500,14489300,7047900,1576900,1309900,972300,636500,511500,370700,386500,360900,561800,506100,253500,4031700,1293900,,,,,,,,,,,,,,,,,,,,
CALT,,,,,,,,,,,,,,,,,,,,3600,2100,11000,5000,4200,17400,17400,6400,6600,22700,20900,14500,5000,2200,3500,53500,30000,2600,6100,3000,5000,10200,5600,4700,2000,8200,5400,5700,3900,2000,5900,4700,2200,4900,15000,16300,7800,11500,18700,46700,35900,59200,178600,48400,24100,24100,75700,18400,12300,13400,5100,5500,14700,6800,8000,8800,6500,10400,11800,10700,15000,13700,9700,4300,22600,8200,8700,12600,6200,8700,5900,8800,5900,900,3800,9100,12500,10500,7500,5400,4200,,,,,,,,,,,,,,,,,,,,,
IONS,,,,,,,,,,,,,,,,,,1170500,755100,986700,810600,809900,595700,782200,1087500,1146000,1692400,1160300,1085500,1179600,1347700,1060000,770600,1480300,1784900,902000,1185500,761900,592200,440900,240100,764900,835400,1133000,1184600,1656700,1080500,1567300,1191300,715900,742000,772300,970900,1649300,1576600,1954000,985500,1287300,1308900,837400,1544700,779000,944000,1134700,1104400,2098200,1646200,1269900,1015500,1037800,1007600,781200,1197700,860400,1593000,1852000,1220000,3070900,1441700,1000000,1042200,992500,964300,720600,962700,981600,611200,901300,897700,1220600,610800,672600,787900,951300,1067000,758300,2914000,2106100,,,,,,,,,,,,,,,,,,,,,,,
BGNE,,,,,,,,,,,,,,,,,,195600,107300,162500,68600,215900,356900,132300,178500,141000,427900,471700,179700,293300,178300,229100,130700,205700,327700,184000,306000,418100,128800,109600,183500,145600,104100,187500,186800,210000,208700,169100,183600,109000,238500,248500,209800,178200,288000,464700,248400,322100,220000,212300,191900,244400,448300,374300,532700,331900,304400,269100,363400,236200,276100,384500,154900,172600,295800,443500,302800,441800,360400,349200,251200,330100,555600,366000,384500,402300,291300,736200,425400,324400,277400,237900,147300,138100,190900,285700,184300,135100,,,,,,,,,,,,,,,,,,,,,,,
IONS,,,,,,,,,,,,,,,,,,1170500,755100,986700,810600,809900,595700,782200,1087500,1146000,1692400,1160300,1085500,1179600,1347700,1060000,770600,1480300,1784900,902000,1185500,761900,592200,440900,240100,764900,835400,1133000,1184600,1656700,1080500,1567300,1191300,715900,742000,772300,970900,1649300,1576600,1954000,985500,1287300,1308900,837400,1544700,779000,944000,1134700,1104400,2098200,1646200,1269900,1015500,1037800,1007600,781200,1197700,860400,1593000,1852000,1220000,3070900,1441700,1000000,1042200,992500,964300,720600,962700,981600,611200,901300,897700,1220600,610800,672600,787900,951300,1067000,758300,2914000,2106100,,,,,,,,,,,,,,,,,,,,,,,
SRPT,,,,,,,,,,,,,,,,,,869700,827300,1095300,1131200,928700,742400,23555200,6757200,3736700,2291500,2575900,2180600,1076100,2080000,1270000,882600,1655000,1172600,1408700,1434400,1376700,1013100,606900,394800,651600,927800,1135200,1269600,1318900,1318700,1153300,2014700,689900,614000,1228900,820500,1478500,1831500,3385300,1280200,883500,1340100,1059200,1029000,864400,917200,1093100,730000,1148200,987500,783300,1115300,2182300,5249700,2390500,1186200,987500,970200,1128500,1344600,2445600,1599400,1267300,1300300,821700,667100,1157600,692100,834600,919700,788600,878200,1146100,515000,414000,775100,884600,807900,923500,771500,2766200,,,,,,,,,,,,,,,,,,,,,,,
MIST,,,,,,,,,,,,,,,,,,,,,62500,73200,87300,105700,56400,48500,103400,129400,101400,82000,167900,509300,179200,296000,96100,189500,159400,225400,244900,45100,122100,169000,181900,187700,181500,142800,186600,803000,294700,201700,212200,254600,293400,312500,381100,101400,48900,26400,54800,92300,3026500,750200,1225600,788300,435600,254400,227900,310600,280100,183700,149900,208600,430200,331700,296800,162600,487200,293800,114200,91900,50600,122400,380200,247000,94400,55300,79800,89200,81300,158400,38600,163600,142500,52000,88900,158900,98100,327400,172800,104100,156700,,,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,,,,11624900,24480900,7749200,3585600,2400900,4132700,5417100,12590800,10726400,15466900,7306000,7591800,6856000,6240400,4091600,8351400,4283600,3118900,2479200,1063400,2546600,3842100,3777800,4091300,3040800,2839900,2833900,2360400,2118100,2708200,2031600,3547700,4015500,5058900,16004500,3085000,3025000,2822500,1775600,3097400,14286100,54465800,25810800,14610500,16245800,8898500,6928000,4888200,5201400,4694500,12747400,5588100,3548700,4675200,5946500,3093100,6942600,22499400,6807400,6299200,3572400,1622500,4238400,6887300,4241400,3470800,3977800,3513100,4256000,5224300,2313100,4120600,3259100,2912700,1750500,2869700,1865600,1833000,1710400,1983400,1906900,,,,,,,,,,,,,,,,,,,,
SNDX,,,,,,,,,,,,,,,,,,,1590600,1866900,3638300,2321300,1733400,1029700,839100,736700,727600,846800,1900200,1617700,1331200,1396800,1039800,775600,906800,680100,592400,956700,911100,1327400,2091800,1224400,1062000,804400,1609800,2015300,1455400,7277400,3498300,2426300,2531600,7065300,2186900,2728600,1602800,1221100,2252800,952500,708200,1404900,794700,1254400,1273700,915700,1199500,1408400,1506400,1015900,1521600,677800,1145700,845300,695600,811500,879500,898100,3382000,1476600,1491400,893900,1484100,1466000,1138300,874300,1300600,1019000,1088000,1136700,962900,1308500,1297600,810000,1041500,919600,1239100,937600,720100,870500,867800,,,,,,,,,,,,,,,,,,,,,,
SNDX,,,,,,,,,,,,,,,,,,,,,,1733400,1029700,839100,736700,727600,846800,1900200,1617700,1331200,1396800,1039800,775600,906800,680100,592400,956700,911100,1327400,2091800,1224400,1062000,804400,1609800,2015300,1455400,7277400,3498300,2426300,2531600,7065300,2186900,2728600,1602800,1221100,2252800,952500,708200,1404900,794700,1254400,1273700,915700,1199500,1408400,1506400,1015900,1521600,677800,1145700,845300,695600,811500,879500,898100,3382000,1476600,1491400,893900,1484100,1466000,1138300,874300,1300600,1019000,1088000,1136700,962900,1308500,1297600,810000,1041500,919600,1239100,937600,720100,870500,867800,1494900,1193400,1258100,1538800,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,,,2001800,1375500,1365400,1886500,1567500,1552900,1593300,1938400,1953400,1748800,2990900,1512200,1489300,1110900,430700,1238800,1760400,1535000,4012400,1882500,1863800,1429800,1358200,1276600,1517300,2385200,6164600,4060800,3019800,6206700,2304100,1790000,1901500,2092200,980100,1295800,1165800,1115700,992900,1458700,2586900,2999500,1942600,2102000,1951300,1752800,1780200,1125200,1410600,1218600,1139400,1212000,1117100,1097500,1317300,1114700,1030100,1253100,1865500,1857900,1402300,1148100,1249000,2025600,1368600,1703700,1761900,2211600,3494600,2235700,1436600,1132000,2167000,1960800,1701500,1373200,1246700,1370000,1118700,3087000,1538600,,,,,,,,,,,,,,,,,,,
FBIO,,,,,,,,,,,,,,,,,,,,197100,182500,58500,207700,1081100,539500,552800,389500,812000,9084700,4956000,2007200,1000200,430000,534100,670900,522700,326100,445400,972300,464800,437000,1129100,1394700,580500,336100,349200,339100,442900,862600,446500,304100,314100,329900,1061500,766000,1510900,2172900,1155500,1311300,881000,768900,686400,2495000,1407300,665600,463800,490000,565100,366000,255600,366700,343800,297600,541300,264500,357300,195100,396100,233400,397000,507500,528900,184800,285400,264300,277800,369200,237200,301700,353100,149500,218600,189100,101700,339100,378700,951800,356200,589600,446900,,,,,,,,,,,,,,,,,,,,,
DERM,,,,,,,,,,,,,,,,,,,,9800,29300,63900,29000,84200,182700,97000,198100,61800,70900,252000,143600,99300,69900,430900,511200,715300,454900,207400,606600,334600,503400,569400,536600,596700,619400,536300,544500,489400,865400,613200,455000,296500,253400,814600,273800,460700,513700,497200,427700,332500,307700,335800,270000,202500,251300,190000,271000,130000,180000,127000,258200,274000,133900,152500,104900,435200,166600,92600,423800,170900,180900,234300,157200,56100,120000,129400,70900,85200,191000,100200,368900,55900,62500,92000,130200,81100,192700,103200,83400,164300,,,,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,,71700,75800,89600,260500,136100,140800,140300,131100,92000,100600,74800,102000,43400,26100,90600,57700,84000,68400,73800,95300,159100,184900,110500,101900,144600,157300,125600,170800,470300,195700,158600,126800,88800,102000,79300,105600,52500,83300,92500,76100,103900,136000,161200,176300,104900,134100,64000,88400,106100,85300,95500,117800,83400,76400,99000,89400,75400,72100,82900,75400,68400,78600,179100,122400,176800,111100,95800,154200,154000,122400,108600,94000,117200,94600,103600,91800,796900,436700,327700,173000,185500,,,,,,,,,,,,,,,,,,,,,
MDWD,,,,,,,,,,,,,,,,,,,,,,3900,8100,11400,15400,14400,1900,24800,55000,21900,6800,47600,19900,21700,10800,17900,11700,10900,12100,24400,12000,22100,7800,6200,7500,6400,4100,15700,8600,22800,12200,11600,14200,61600,19200,60900,42000,14800,18500,50400,104100,107600,47700,92700,59600,47800,25800,24800,82700,40900,58600,30900,17400,30900,12600,30900,20600,31100,84900,22600,52400,8600,24200,93400,46000,19000,40500,6300,17300,28700,36800,17400,115400,32800,20200,9500,8300,189800,133200,259800,146800,91700,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,,,,167200,211900,131000,140900,79500,232600,142400,80000,208800,160800,188500,153800,133000,129600,205200,134700,126400,233200,209200,545300,150400,238400,198800,104500,201800,111100,106400,54000,241400,163100,221200,159600,143000,81900,142700,100000,101400,68900,86000,111700,81700,67400,79100,104800,81900,90300,74700,96100,114100,90200,123800,83700,105500,60300,47900,54100,59500,63000,80200,59700,85000,78900,92200,76100,78000,73700,144000,102200,114900,804700,226800,215400,132300,160800,195300,176900,268300,228200,178700,107400,332100,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,,,,1015800,729300,732900,771000,312100,683400,941100,1118100,1177800,1024100,749200,687400,825000,658300,732900,663100,718100,1222900,1912900,1797300,937100,957500,2454200,1434200,1055600,780200,845700,996200,933700,1563800,1789900,2025500,1909200,2847800,1753100,1872200,1457300,1396500,2646400,3214300,1870300,4074400,1744400,1186000,1778600,1271300,1114300,961800,985400,1266100,1095200,1135100,1011900,1237300,1277600,800000,941000,1014700,1196400,885400,988700,774700,1268300,2694700,1823900,1171700,1643400,1351000,905700,1217100,1265500,694300,929100,1025800,948900,852200,864500,964200,1180900,1498000,1826800,,,,,,,,,,,,,,,,,,
HRTX,,,,,,,,,,,,,,,,,,,,,,1872200,2331300,2760800,2921800,2020600,2657300,4532200,2993200,2110200,1351100,1746300,1749500,3669600,3329600,3993200,2962200,1619100,2140200,2211000,1384800,2148200,1893300,2762500,2241600,1915300,3986200,1710400,1719700,1719100,13279400,6720500,2869500,2159400,2260300,2261800,2948000,2130600,2174400,6295400,4080800,16118600,5449600,5087600,2809300,2734300,1733500,2392700,1641800,1965200,1562700,1384500,1195900,2297800,3122100,2422900,2405000,3764700,1923300,1960600,1584400,1324300,1404200,1816100,1960200,1567500,1635000,2469000,1655000,1198500,2009900,1323800,1850600,2987900,3377800,17854800,4426900,3927700,2038700,2007100,2038200,2012700,,,,,,,,,,,,,,,,,,,
URGN,,,,,,,,,,,,,,,,,,,,,,309300,145500,148500,243100,226900,121800,126100,199300,227500,144700,140800,207700,386700,237900,1620400,194700,312400,304900,102700,301800,305400,142900,443000,298200,255700,264100,173600,177900,111900,92500,69900,109100,107800,121000,422300,343900,405700,299200,128400,212300,406200,412000,332100,309700,421200,265900,545200,370000,193000,823700,466200,316400,325100,269000,250300,1676900,450900,312700,215900,98900,121900,108000,92800,157100,327000,370600,151600,307800,477600,197300,197800,272300,246500,124600,640400,407100,294600,274500,205500,400300,,,,,,,,,,,,,,,,,,,,
MACK,,,,,,,,,,,,,,,,,,,,,,71000,41800,24500,34500,38600,46500,109300,40500,28200,55800,66500,45300,36700,33500,34500,43600,37600,30900,38000,38200,24100,23200,28300,17500,73500,29600,25200,38300,14200,29900,39100,36600,60500,108700,75100,69300,85400,115200,121200,1269000,703500,228800,239900,185100,127500,65200,66300,69700,45100,40200,51700,87900,90900,76400,59200,78000,97200,99800,117300,156500,101700,181400,91700,71800,106500,90400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPSEY,,,,,,,,,,,,,,,,,,,,,,600,800,500,400,600,900,2800,700,0,400,2100,400,300,1000,1100,2500,1200,1800,1200,800,800,400,400,400,600,300,300,700,700,0,0,500,300,900,1500,4600,1700,1400,400,3700,1300,600,400,400,1800,9700,800,1100,800,1300,500,1900,1500,1000,900,700,1000,800,700,1400,2200,0,600,1100,500,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOVA,,,,,,,,,,,,,,,,,,,,5124100,5268100,10525700,7154200,9374400,7150600,31298300,18124700,10230200,6827400,5754600,5509400,7462100,9630500,11439500,9925000,6370400,3812700,5713400,9530000,5874900,5045400,5502500,7041600,4620400,6388000,5192400,7066500,4403400,4297500,4393300,5525600,3193000,4732500,5410600,6159300,7191400,8146900,6822900,3664800,6723500,15530800,58801000,64322800,34662600,12851400,15734000,11485900,11866300,17507600,10996700,12323700,8668200,8240700,6340400,11444900,7964200,7218100,6399400,7045100,18148400,6693200,5229900,5871000,7287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVA,,,,,,,,,,,,,,,,,,,,,5612000,4303000,4455800,3892500,13367700,14526700,13812400,11788200,14130500,12588500,11831700,8090000,8409200,14809700,12176300,5326900,10018500,13519400,21122400,15431600,9313800,8070500,9383900,31652800,29905800,16255700,11918300,14434600,9900100,6835800,7089000,6326500,23061600,11011200,7693500,12420700,5690000,11815600,9345300,7834500,12560900,16817600,7961700,8047800,10546600,9125100,14026600,12058800,7447400,12139400,10115400,6579700,7610200,7104200,10773800,6235100,4159100,4843400,3552100,7924500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
