Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
EGRX,,,,,,,,,,,,,,,,,,,,111600,47700,37100,66700,78700,62700,57600,115000,58300,71900,57700,46800,58600,77400,68400,74500,73100,58300,33700,38500,74000,94000,94800,74600,63600,91900,109100,52600,62500,59100,98400,86200,68200,80900,107900,82700,93100,110000,113400,111400,134900,705300,190300,534500,117800,134200,58600,82400,72100,70000,38000,56300,73900,83000,89600,101200,62500,52200,122200,62800,109200,158800,128700,273500,121500,128800,106200,143300,80200,105700,101300,75700,95100,68000,146100,133400,156100,166300,66700,107200,114400,129100,,,,,,,,,,,,,,,,,,,,
CALT,,,,,,,,,,,,,,,,,,,,4100,7600,16100,24100,7300,15600,9800,12400,23200,280800,174000,102000,42000,36400,35600,20800,22200,33300,46800,15400,22800,17600,27600,42000,24200,17600,28900,18400,34400,16900,32000,60300,26000,21900,20700,34900,66200,79600,66200,114000,292200,1490600,5564900,1009400,494100,131500,89400,68400,41400,46600,38500,27000,6800,45000,57400,36900,47500,30000,56100,52600,59000,36000,16000,29400,23000,22300,30900,69500,36500,41600,61800,134700,28700,8300,21000,5900,5200,18500,15800,15900,9400,11000,,,,,,,,,,,,,,,,,,,,
ARGX,,,,,,,,,,,,,,,,,,205800,177100,102800,97800,123600,125800,139200,117600,353000,236800,157800,190800,176100,197100,161600,129500,124700,146000,132100,218700,188400,136900,162700,151100,234000,242700,341700,158000,186700,350200,219200,158100,238300,381100,176100,131100,443000,222300,173100,241800,180600,245400,266700,140600,1026900,312900,297500,198300,108400,75000,163200,83000,77500,143800,192400,232600,129800,388700,333600,259100,161800,132900,150900,176700,138100,142400,185700,605300,397700,192500,136800,296400,238100,327400,165000,170100,315500,268200,250400,205700,186100,153800,148900,,,,,,,,,,,,,,,,,,,,,
ZLAB,,,,,,,,,,,,,,,,,,309200,261600,230500,184600,398900,385400,491800,467100,372800,506900,446700,517200,769400,615100,1220000,995800,634700,555400,322000,216000,319300,629500,702700,372600,448200,573400,764800,548300,317100,315500,1586500,604800,515800,565500,1615200,445500,400400,257700,225500,584700,540800,2883200,1735100,2329500,843600,284800,346200,251100,309800,257400,334000,381400,278800,211700,564100,603000,564200,438700,640000,466100,655400,444600,833200,1354500,1042000,673100,408100,377500,513800,227200,668500,698500,598800,416600,677600,946600,562800,780800,483200,346800,715500,588600,671600,,,,,,,,,,,,,,,,,,,,,
ITCI,,,,,,,,,,,,,,,,,,,,340600,410700,389900,329500,403900,386500,617700,560400,453400,524200,652200,594400,565700,628400,554200,410600,501400,631800,493000,471200,364300,313000,614900,919100,357900,355500,639100,568300,551000,374800,356600,546100,542300,361500,511000,551300,432300,491100,939500,718800,1229900,6008200,2739200,1806000,1240200,720200,910100,461900,550200,571100,552500,4054900,7190900,2262500,2863600,1980100,974700,808700,1142500,749000,783200,721800,747100,2713600,1661600,1491800,1407000,945000,617700,876700,684600,659800,641700,1142900,1097200,571500,1069400,962800,1192600,1253200,1252400,1059900,1221000,,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,,,683100,346200,243400,334300,500500,376800,454600,969600,527100,1279000,470100,450500,811000,1361400,902200,572100,480600,649400,507900,513300,697600,540200,427300,645800,321700,451700,472700,414900,630300,686800,532600,734300,893400,558700,773400,428600,685200,800600,928700,735500,2843000,997900,784100,542500,450500,536900,418900,335800,378900,720600,567100,538500,677700,658100,687500,885300,903800,1004300,2045300,968500,859900,840400,560100,975100,1477900,736300,1135200,1215600,1187300,803200,739300,649500,805100,822000,1751100,1315800,662700,1754100,990000,1072200,723800,654600,1520400,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,63800,49900,94300,58800,62600,83700,4244200,508500,284200,1477300,222100,261500,263500,330100,401500,192600,187100,93800,186000,86600,73400,108400,82100,142900,147800,204300,134400,123100,156000,112800,120700,125700,106100,150500,130500,120500,160200,116700,343800,630200,175600,160900,232900,92400,113300,189800,99600,94400,138300,82100,91200,104100,53100,55000,72600,83700,68800,53100,58300,47300,45900,50600,162800,183300,91100,115700,102900,106800,68900,118500,78100,90600,118500,117200,96200,111900,161600,73700,64800,41400,44600,75400,62300,,,,,,,,,,,,,,,,,,,
JAGX,,,,,,,,,,,,,,,,,,,,15489,128608,225041,48551,19184,26613,23227,24237,22077,32508,22473,21824,21327,29441,13472,15968,21468,19613,34337,28483,20099,18996,19041,12799,10615,13183,15517,14589,19487,14527,12503,18376,19631,25157,30249,27703,11021,20199,18811,16715,11604,1181183,100337,51189,30175,37256,30523,19920,16800,14485,33785,26679,17099,8803,15532,69388,129884,27136,14416,10001,14453,8404,15423,16869,7869,9501,9108,9753,13900,8849,9600,11716,12448,5741,8104,11705,27193,39219,32245,16480,16764,19563,33100,,,,,,,,,,,,,,,,,,,
ALNY,,,,,,,,,,,,,,,,,,,,398400,376300,769200,2766300,1466200,807800,596900,947600,1039400,710000,592800,471500,424800,532300,603800,571300,305700,483800,1716200,645400,1367000,565000,273200,341300,417900,844500,371400,430700,640100,581700,1107400,731900,1133800,394400,891100,658500,760100,560500,957600,1526200,1174900,1240000,390400,4531500,1207100,582900,676900,381800,993200,833100,886800,1122400,594200,841200,674100,750400,606300,457100,647500,475000,576300,1164700,986600,806300,774000,904400,929800,1183700,1137500,670600,469400,670000,489500,695500,779800,896300,972700,944800,580100,333500,722700,739000,,,,,,,,,,,,,,,,,,,,
XERS,,,,,,,,,,,,,,,,,,,,1601500,834800,1892000,1469600,898000,719400,1080500,1765100,4467100,1801900,6912600,3572400,4085800,2912000,2437400,2163100,1699100,1177100,988700,1457100,1622200,1431200,1192100,1550200,918000,1229800,1462300,2222300,1125600,1612100,1068900,2010700,1382700,1898200,2290900,2090300,1484200,3759100,2756100,1880500,1779100,9275500,47135500,11404700,5069900,5361500,4253600,2091700,3282000,1582200,2048800,2410100,2626400,2171000,2101700,2137000,2557000,2713100,1044900,1755100,2333700,2015700,2156200,2895700,3990600,2017200,1283600,2533500,2138700,2112000,2419800,1609400,1050100,1859300,2404000,1572900,1783800,1416300,1577300,1361000,1058200,,,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,,3169400,3517800,5622100,3740500,2368900,2573600,2202200,2161200,1270500,1485500,1810700,2771300,1983900,2794500,2193700,13902500,2450100,1609800,1407100,1082100,992200,874700,951800,4082500,2789500,1391200,2297400,1597300,1997700,2531700,2084900,1317400,1638800,1319200,1580800,3063700,1551200,1336300,1820500,3265500,1716700,3195000,1921100,1621400,1754900,1555100,1746300,1583000,1322100,1465100,3279700,3234300,3147800,1577900,2284000,1834300,1498300,2953500,2273500,1438200,1478900,1534100,1344600,1378100,1292900,948200,1247000,877100,1238300,1079900,1071500,2227900,1321900,1208900,1382200,2292100,1266400,2734900,1741100,1804000,1180800,1275300,1034100,,,,,,,,,,,,,,,,,,
IMCR,,,,,,,,,,,,,,,,,,,,,31100,109000,48600,59400,111000,197200,143000,47400,120900,86500,114600,48300,129000,50600,38600,50300,84700,27300,51700,71900,104100,50800,68100,30200,26900,72700,70200,116800,214600,279900,81700,75800,241600,259400,268700,161600,169200,293100,576800,206700,514200,437400,230100,143700,106300,88800,107100,139000,117500,245800,121100,115400,75000,61600,95400,75700,33800,41200,141100,48500,63800,52400,64000,55300,61000,295300,68900,271200,99500,82100,138900,91500,269200,213500,105200,96000,125700,136800,152100,464700,165000,94200,,,,,,,,,,,,,,,,,,,
MRNA,,,,,,,,,,,,,,,,,,,,,15409500,12700100,19845000,10767100,7107700,5231800,17506600,10588700,6444900,9269500,5974300,10627500,16985300,12537400,13957300,9839200,8252300,9288000,9144600,6581800,6822000,11860900,10455000,9042200,8173000,5283100,17191500,7331200,5846600,7405700,10167500,11030800,10597600,11489600,11801300,16626800,11475000,9295900,8661700,6756200,9292600,7329800,5395000,4490400,4375700,4429300,7616400,5621600,5965400,5249700,16669500,10899700,5536000,6182300,5457100,6637700,7822300,17396000,7818000,6601700,4842200,5393600,4623200,5503000,6177200,6675700,9533900,5557100,5356400,22841100,13191500,14087400,7786200,12529400,6015600,8568000,7317200,6317300,8292800,6437400,7226300,7029000,5683500,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,12643100,8304700,7675100,12819500,8719900,9784200,10521700,8135000,9422000,17994100,9329800,14220500,9021300,10509200,11435800,8874400,9130800,8741800,8010300,11959600,12555400,11165500,10487500,9544600,13554200,10033000,7871300,7536200,5774000,7731500,7275400,8441700,11208700,10776000,10865400,7295000,7422000,7927000,15357000,9073300,10391500,7714300,7474200,6349400,7285300,6509200,8700600,10322200,6512300,7562500,7994100,7788000,9801100,8357600,10564100,14796200,15832400,62957100,62880400,23815700,22865200,24551800,18322300,22455300,19859200,12209800,12790100,12181000,13785200,13115900,10923700,28822500,10845900,16697800,13595700,10573600,15723500,14836700,9505600,9237100,12868200,9680100,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,793600,3614300,5898800,3900000,2587400,2662000,3699900,2641000,1379900,1041500,1170600,875500,676300,1196900,1234200,1912800,1190900,922000,963300,1466900,2273500,3449300,3300400,1468900,1303400,1276300,1109100,1330200,2542900,1531900,1160000,721200,1166800,1215400,909500,1007700,731700,501600,674500,1245900,1011600,1075300,1031600,856100,795000,624000,717900,706800,816700,1177400,1926800,1185200,1656100,1593800,1598200,1273200,1239600,1093800,792200,804800,1479000,1104200,1409400,1528500,1148800,738500,2677700,827700,953700,613700,665300,1792400,2214500,1345000,8208500,3799600,20854800,2069300,5205900,2025200,1488800,1049200,1222000,,,,,,,,,,,,,,,,,,,,
AGIO,,,,,,,,,,,,,,,,,,,,922900,624300,464900,423100,419900,467400,284500,279200,338600,325200,489500,536200,388900,456300,489200,411200,468400,395800,520200,562600,583900,637400,1205300,667300,489500,438300,611300,594700,649000,431400,644000,480300,508300,411700,421600,572300,656900,337300,512000,461900,603400,1588200,1018500,557000,630300,691300,513700,523300,714900,427500,498300,480500,349500,443300,425900,799000,727300,873000,527800,786400,670800,1050500,436600,313800,306500,264400,282200,291100,379000,314000,346100,390200,316300,551100,603900,321700,478400,566700,381200,373500,681200,,,,,,,,,,,,,,,,,,,,,
LEGN,,,,,,,,,,,,,,,,,,,,,447600,309500,533700,420600,719200,932700,267600,542800,428600,606800,672000,581500,853500,341100,267500,863700,1090300,332800,440900,524900,681900,512600,354600,301100,303600,173600,515700,636200,484800,576700,397800,646500,1523100,1382300,440400,275700,436000,1080500,479400,680400,1638200,2129900,1312100,1106500,707600,1057400,1307300,837100,1304400,674000,1449100,1127100,2387500,775200,1450000,841000,1246000,774000,603200,295500,608200,421200,277000,583900,757500,621200,1324800,323000,1060500,638100,808600,921200,1278700,335600,788700,352400,1743200,608000,341500,524100,359000,594000,271500,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,,5774000,7731500,7275400,8441700,11208700,10776000,10865400,7295000,7422000,7927000,15357000,9073300,10391500,7714300,7474200,6349400,7285300,6509200,8700600,10322200,6512300,7562500,7994100,7788000,9801100,8357600,10564100,14796200,15832400,62957100,62880400,23815700,22865200,24551800,18322300,22455300,19859200,12209800,12790100,12181000,13785200,13115900,10923700,28822500,10845900,16697800,13595700,10573600,15723500,14836700,9505600,9237100,12868200,9680100,11972900,10419900,9288500,13286000,14248600,17818700,7330100,11023000,9283500,8772500,8582900,7801200,8632300,9837400,12715000,14309600,9515200,12178300,13224400,13070600,12806700,16615600,17092900,20263100,25016800,19772400,17018600,21655500,10972600,,,,,,,,,,,,,,,,,,
MRNS,,,,,,,,,,,,,,,,,,,110400,138500,89000,180100,221900,94900,224400,172000,166300,144200,130700,146800,211200,166800,157500,110500,265700,247200,189900,78600,120700,187200,174200,145500,160600,485000,490200,190200,214400,162200,121800,178800,191700,225300,511500,279500,72400,108300,179100,84400,183900,228200,8799500,1130900,647500,548600,363100,303600,247400,267600,165500,201500,116900,297900,135000,236400,214400,423900,296200,234900,115500,199800,138200,166000,160800,173400,133100,124300,187200,216500,143200,133600,213700,247400,295100,320800,293500,318600,268200,351900,370000,357900,323500,,,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,941500,2462100,677000,905300,860300,787700,562600,613400,554400,859200,762900,907000,568000,540500,685000,769400,844000,1488400,1142800,771200,1142600,701500,526500,529700,586600,627700,718300,1006100,613300,642400,893500,442600,860200,1040400,1970100,744500,990100,727800,969900,940900,756100,1244000,792300,836200,1121200,899500,724800,989500,610100,731700,538600,764600,1503800,1168800,790800,744800,664200,1270000,913600,731000,992100,913600,1037500,1346500,1165700,752300,1174100,1006500,1177900,1400000,1163200,1495900,1009100,1101600,1320900,1515800,1301000,909500,964800,707100,826700,1383200,1304300,983500,,,,,,,,,,,,,,,,,,
LPCN,,,,,,,,,,,,,,,,,,,,41441,17629,25665,10435,28576,23247,11306,14482,39094,24282,10100,14182,20147,38400,36718,45412,35494,38559,38712,17735,15624,32200,33353,77824,81053,81494,105924,67976,44341,48476,60759,39129,29641,46029,53741,72771,160894,64824,78418,90806,137600,320371,105982,67129,42753,71824,29318,75488,27082,37200,44165,65518,48865,40712,46529,21665,10465,30194,29447,100012,18135,38065,24318,17782,38076,13059,33982,19282,14159,31418,26824,17888,13424,17388,13871,41341,12088,9447,17341,9153,10288,4459,15265,15382,,,,,,,,,,,,,,,,,,
BTAI,,,,,,,,,,,,,,,,,,,,348000,401700,338700,438700,282600,269800,330400,221700,252200,197000,503700,335600,445300,236800,275700,132500,197100,230000,203300,242400,224600,397200,321200,350900,418100,374400,478600,380900,699900,303400,655200,363900,697800,424100,329200,333400,360000,327700,322300,994400,738100,14924900,2163100,1882100,1157800,813100,788700,673800,692900,1562200,819600,1046300,584000,458700,463400,435800,556500,351400,418000,269800,537700,448500,617900,921600,937900,786100,1039700,652400,366000,724100,628700,405100,355300,374200,778000,444100,436000,574700,496800,684500,572600,632500,,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,,,158900,62900,73300,62900,53900,52300,95400,150100,56200,99200,46500,47700,46700,52500,63700,52700,42400,69500,85500,21800,39300,81600,46000,105900,273200,107000,80300,75900,31300,79800,66900,73300,63500,38500,87400,79300,71500,33800,17300,51900,56300,2852200,326500,130000,69700,88000,63600,50300,42200,36300,52800,51400,46200,54100,47300,52100,41800,23200,14700,55400,72200,75700,52800,139200,171300,38900,48600,23100,38500,83200,74200,35600,58200,64100,197100,164300,88400,48800,63500,40300,108800,51900,24100,,,,,,,,,,,,,,,,,,,
AMRX,,,,,,,,,,,,,,,,,,,,402100,385300,281400,316900,395900,406100,433400,472400,466400,657000,688400,1683100,1422600,1030700,885000,681200,630700,663000,558500,594400,501100,774800,767900,1078800,762500,1176400,1122100,696300,621900,554000,513700,544500,437800,463600,542200,659100,609500,850100,1531600,614200,681000,2099600,694400,1381200,470800,528800,820400,479000,546900,907900,425300,421100,520200,925200,811200,2766100,1145600,823700,1029500,992000,842100,660800,476700,339400,729400,432700,385900,420000,579500,611800,539700,1447400,606100,1051600,816500,468300,541200,583700,444800,274800,479900,570200,,,,,,,,,,,,,,,,,,,,
LIAN,,,,,,,,,,,,,,,,,,,80207,55174,51756,118841,99593,86267,159478,752219,292130,205524,402549,487402,1279900,497960,458115,517627,813575,217216,265449,298322,400967,2226324,1593176,1785359,872688,1538566,621870,731192,992586,1628271,450900,372117,473760,350028,964263,416282,421315,440520,495096,791265,408412,446209,622247,2319243,587107,669479,743417,613183,589275,339286,990444,248231,459444,755226,1256713,364646,125868,263446,206583,200998,159276,263088,545054,749176,213690,203293,254498,258980,235452,216152,201142,154647,172703,210116,94736,190278,123795,166248,61809,128549,126539,198586,,,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,1208900,1382200,2292100,1266400,2734900,1741100,1804000,1180800,1275300,1034100,1207100,1434300,1142500,1221900,1474100,1658600,1327900,1505600,1382000,2147700,1417400,1824700,1752800,4005800,1007100,956900,1165800,1382000,933100,1190200,925200,914000,1060500,1549400,1834800,1931500,1999000,1214400,1145200,1864800,1897500,1125400,1408700,1127000,1272900,1283300,1587400,1417600,1291300,1012600,1043100,955400,845900,1174200,2997400,1319500,1346400,1602400,1080200,1023400,699900,854800,1339200,1299200,2168300,1533100,1434900,3287900,1494800,1218500,855400,2298000,1309800,974200,711300,1730000,1319700,1464000,1638900,1434500,1096000,,,,,,,,,,,,,,,,,,,,,
SIGA,,,,,,,,,,,,,,,,,,,134500,70900,103700,113100,109400,105500,150000,302900,260600,273900,133600,157300,147100,130400,151000,117800,110300,174300,95900,88100,104300,81400,130200,145800,148100,124600,102700,95100,158200,194900,132700,98800,207100,263000,303400,170900,319300,225500,319600,220900,172300,275000,39717200,81645400,73362100,26130100,6272200,12672300,102427800,29423400,33902200,27138500,32792100,11203800,15182700,7816100,6789900,6042000,4473600,6276000,2994300,6914400,3607200,5633500,5277500,14836100,6072800,6093300,4507200,9848900,4178900,7119900,3733900,13350400,4669600,8721900,3079000,4024300,13198000,5391500,6904400,,,,,,,,,,,,,,,,,,,,,,
UTHR,,,,,,,,,,,,,,,,,,,,895100,555600,422600,457100,395600,424400,613000,354600,471100,624000,820100,203100,204000,196800,339400,278800,269700,351800,327600,379600,240000,575000,479400,205000,236700,232800,338500,655900,364400,610300,414800,729900,514000,419700,792400,203400,503800,370300,254400,465800,1532400,996000,828000,590600,544100,633700,436800,428200,436800,614200,430400,318200,687900,461600,417200,314100,662400,342300,988400,740700,781200,747800,606500,414600,388500,363300,378300,250800,284600,616000,460300,407800,252200,440800,362300,376300,379300,276900,1018500,528900,408000,280600,,,,,,,,,,,,,,,,,,,,
MNKD,,,,,,,,,,,,,,,,,,,,1921100,2408000,3427200,2870900,1673200,2956900,2964900,3057500,2701800,2003700,2241200,2279800,1922000,2487700,1836200,2574100,1734800,2345900,2963800,2317100,2924500,3623400,4291200,3009800,3159300,4115000,2612100,5901500,3025200,3992000,6312900,6771100,5064300,4150700,4220300,4742000,4548000,7451500,7137000,5691800,25427100,12428000,8042400,8233200,9324600,7523400,7909700,4235100,8215300,16826700,3654800,5416100,3818000,6970400,8772900,6548300,10090100,7399200,12574700,5543600,3385000,6089800,5154900,2529000,5725500,4124600,3739500,4500000,11892500,5512200,2722800,3154500,2936800,2736100,2886200,3615600,3431900,3071800,6151600,6937600,9838900,5193500,,,,,,,,,,,,,,,,,,,,
AMPH,,,,,,,,,,,,,,,,,,,,331000,358400,431900,225300,662700,326900,361200,479200,403800,730300,782100,818100,570800,388100,750200,905300,437500,270900,362300,359400,537000,600500,411500,323400,334400,493700,346000,371300,336100,562700,630700,709700,528200,593400,582700,506600,374400,567000,344000,499700,355600,309100,957500,479400,844200,802900,513100,674400,600600,358700,2036400,1207100,2794100,992500,829000,588100,663600,459500,1116500,420800,361500,515700,1255800,375700,291500,331800,748900,408500,437300,415400,370000,275400,313200,331900,229200,220400,491700,414100,259900,319500,223700,170500,,,,,,,,,,,,,,,,,,,,
ROIV,,,,,,,,,,,,,,,,,,,,924000,293900,408700,735100,522400,277200,737500,1171700,619200,352600,252700,233200,222000,704300,869500,496100,668100,243100,300700,342500,419700,558600,269800,192500,376700,266200,179500,204900,162500,216400,623900,463400,578000,1035600,1096100,907600,725400,525100,460800,605900,591800,2096600,957200,792200,1167600,6147700,925800,1086400,1744100,2059600,870200,660100,775500,577000,638500,417800,975200,565000,3761400,1066300,740800,1110800,1331300,733700,689400,1035100,1290400,958500,1387900,1281900,995200,1100300,1656300,2656500,362700,440700,557600,412700,549500,885600,578200,1011100,,,,,,,,,,,,,,,,,,,,
AMRX,,,,,,,,,,,,,,,,,,554000,513700,544500,437800,463600,542200,659100,609500,850100,1531600,614200,681000,2099600,694400,1381200,470800,528800,820400,479000,546900,907900,425300,421100,520200,925200,811200,2766100,1145600,823700,1029500,992000,842100,660800,476700,339400,729400,432700,385900,420000,579500,611800,539700,1447400,606100,1051600,816500,468300,541200,583700,444800,274800,479900,570200,823400,752000,1300500,826600,986600,664300,744200,561900,893300,426500,787600,503100,310200,544500,423700,460400,989500,623500,379900,402400,367000,221900,526700,504200,969300,534500,411200,1062500,625600,,,,,,,,,,,,,,,,,,,,,,
PTCT,,,,,,,,,,,,,,,,,,,,,1465000,1018500,728700,613100,402100,350200,668700,412600,474400,625500,547800,365000,610000,663800,482100,489100,735100,593900,567500,540300,462500,273400,808600,581600,921600,893000,924600,819500,702700,575400,385900,411600,633700,437500,727300,518100,602600,540000,926200,652900,891800,845100,1195200,808300,666300,705900,627400,500900,728400,857400,795100,719500,583200,1628200,5019800,2133300,1380600,1594500,748800,957100,704600,627000,512500,1117900,948200,615600,388800,605700,483900,620500,420600,553400,492400,470000,533300,316100,639400,274100,469700,359900,338000,505700,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,,4005800,1007100,956900,1165800,1382000,933100,1190200,925200,914000,1060500,1549400,1834800,1931500,1999000,1214400,1145200,1864800,1897500,1125400,1408700,1127000,1272900,1283300,1587400,1417600,1291300,1012600,1043100,955400,845900,1174200,2997400,1319500,1346400,1602400,1080200,1023400,699900,854800,1339200,1299200,2168300,1533100,1434900,3287900,1494800,1218500,855400,2298000,1309800,974200,711300,1730000,1319700,1464000,1638900,1434500,1096000,1292900,1336500,1083400,1458900,6471300,1444400,1892300,2089200,1273500,935800,1044500,1343000,1024100,1110300,1192400,1384200,3138700,2060500,1592100,1463700,1364600,975400,1291700,1235400,,,,,,,,,,,,,,,,,,,
ALNY,,,,,,,,,,,,,,,,,,,,,654800,638300,528200,878100,784100,900300,977200,1047600,1893100,1428600,843900,691500,942600,791800,596500,1416200,1013200,944300,1047500,740300,939600,724200,660900,744100,1168800,910300,536400,916600,330300,557800,1006100,489100,522600,647900,1348100,737900,842800,1076900,834100,1080400,1303500,1002500,876800,1308600,1059800,877000,825700,1629100,1198000,1716800,441000,837700,568300,800200,711500,492500,577600,585700,781800,708100,739300,994200,556600,442900,436600,425700,550600,474100,674500,779000,542400,609500,438200,317200,8549500,3413900,1356700,2286500,1117900,969800,736900,619800,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,,1007100,956900,1165800,1382000,933100,1190200,925200,914000,1060500,1549400,1834800,1931500,1999000,1214400,1145200,1864800,1897500,1125400,1408700,1127000,1272900,1283300,1587400,1417600,1291300,1012600,1043100,955400,845900,1174200,2997400,1319500,1346400,1602400,1080200,1023400,699900,854800,1339200,1299200,2168300,1533100,1434900,3287900,1494800,1218500,855400,2298000,1309800,974200,711300,1730000,1319700,1464000,1638900,1434500,1096000,1292900,1336500,1083400,1458900,6471300,1444400,1892300,2089200,1273500,935800,1044500,1343000,1024100,1110300,1192400,1384200,3138700,2060500,1592100,1463700,1364600,975400,1291700,1235400,1264500,,,,,,,,,,,,,,,,,,,
RYTM,,,,,,,,,,,,,,,,,,,229400,275400,155500,215300,194100,260300,189700,360100,277800,283000,441500,380600,522700,521200,337000,852000,713000,940200,651000,992300,627600,480800,514200,601900,483500,438400,493700,460800,615300,320700,689100,718300,393500,565400,950300,1161200,745300,631800,776500,577600,588700,771800,5849300,12221300,2126000,1190700,737300,5855900,790400,407200,373400,370200,394600,320200,481100,690200,191600,249600,7236400,29957500,2990500,7759200,7313500,3129900,10609200,7202400,2924800,1825700,1470300,852200,2154300,1756700,940800,4140500,2658400,1604000,1951000,2681000,1370100,1527400,1046400,1304300,,,,,,,,,,,,,,,,,,,,,
BNTX,,,,,,,,,,,,,,,,,,1245200,1417300,1012000,1175500,1052100,1237300,970300,835600,1115900,783500,1150500,989600,1451100,1221300,1404000,2528900,2259500,2390800,2227200,1722900,1266400,1058400,840400,1821900,1198000,785700,1103100,672900,664200,1071500,1047700,583000,1033300,917400,812000,690700,870800,1141100,1171300,997100,832600,1453400,1323000,2202400,2106300,1970100,1039000,1020200,1870600,902800,1054400,2495600,1335200,1651300,867200,1100000,861100,886000,750000,949400,1083400,669100,678300,516500,466000,654100,618700,404500,431100,852700,1082200,587000,746300,640800,1932200,992400,1579800,3613100,1766200,1168300,653900,500500,608700,,,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,,74200,99500,147500,104800,87700,102800,96300,93800,76200,120200,138100,227500,176400,90200,105300,161100,93300,137900,96800,106500,83600,177500,140000,99300,67100,81400,80000,93200,56700,71100,65100,43400,61400,60300,262400,136700,159500,168200,147000,96500,95100,58200,347800,109700,144600,76700,143600,106300,217600,71600,107300,40600,107100,139400,73200,52600,71300,78300,87400,59800,54300,68900,127300,44200,38500,50700,41700,72600,51800,88200,62800,53700,106900,103100,122400,96800,91700,107200,102300,81100,39700,52200,,,,,,,,,,,,,,,,,,,
NVAX,,,,,,,,,,,,,,,,,,,,,,3513000,3575700,3061900,5329300,7205700,3022200,3408200,3152700,2703200,7476300,8331600,3689300,3430000,23314900,7597800,1947000,26983900,18198300,9747800,7303200,5686900,5713600,5006000,7617700,4214200,6726700,6373800,4847100,5341700,4821300,4113200,3556900,6423700,7166200,5871700,9831600,8735500,8716900,8672800,7544000,30053300,13721800,7140200,13730500,11565500,5642900,4515600,3800000,4856700,4388600,4114300,3885200,3475700,4488800,4350000,3327200,3543000,9050400,27346000,9619900,6981700,5031600,4694800,4914700,5811800,5936100,4012400,3688200,3255400,2736300,2595100,2834400,3212500,2961100,4582400,4750000,3622300,4704400,3754900,3746500,2807500,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,,,,,38500,83200,74200,35600,58200,64100,197100,164300,88400,48800,63500,40300,108800,51900,24100,33400,74800,51800,27600,94500,79200,42800,63900,51200,467400,106500,195100,69900,20900,21000,80100,49700,167900,109500,62400,64200,40200,44500,39800,6178700,817800,224100,191200,168300,59300,54900,119100,48400,25900,78000,32300,62800,43600,83500,101400,90500,40200,73000,223100,166100,398100,269100,96000,43100,70700,27100,59000,147700,147000,45700,49000,34300,20600,22000,26300,5900,26200,35000,24700,63900,15400,29900,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,,,,,1291300,1012600,1043100,955400,845900,1174200,2997400,1319500,1346400,1602400,1080200,1023400,699900,854800,1339200,1299200,2168300,1533100,1434900,3287900,1494800,1218500,855400,2298000,1309800,974200,711300,1730000,1319700,1464000,1638900,1434500,1096000,1292900,1336500,1083400,1458900,6471300,1444400,1892300,2089200,1273500,935800,1044500,1343000,1024100,1110300,1192400,1384200,3138700,2060500,1592100,1463700,1364600,975400,1291700,1235400,1264500,848600,1083200,798000,929300,672900,1036100,971600,656700,660600,1252700,1269300,1010000,1678400,939400,1490800,1042200,1376400,1591300,976700,1459000,1284700,1299600,1137700,2358000,,,,,,,,,,,,,,,,,,
